"","season","stage","date","home_team_goal","away_team_goal","country","league","home_team","away_team","B365H","B365D","B365A","home_shoton","away_shoton","home_shotoff","away_shotoff","home_foulcommit","away_foulcommit","home_card","away_card","home_cross","away_cross","home_corner","away_corner"
"125","2015/2016",23,"2016-01-23 00:00:00",2,2,"Belgium","Belgium Jupiler League","SV Zulte-Waregem","Oud-Heverlee Leuven",1.85,3.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015/2016",9,"2015-09-26 00:00:00",2,2,"Belgium","Belgium Jupiler League","Standard de Liège","Oud-Heverlee Leuven",1.57,4.2,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2011/2012",5,"2011-08-27 00:00:00",0,1,"Belgium","Belgium Jupiler League","Sporting Lokeren","Oud-Heverlee Leuven",1.62,3.75,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2011/2012",7,"2011-09-17 00:00:00",2,0,"Belgium","Belgium Jupiler League","KV Kortrijk","Oud-Heverlee Leuven",1.7,3.75,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2015/2016",29,"2016-03-04 00:00:00",1,1,"Belgium","Belgium Jupiler League","KAA Gent","Oud-Heverlee Leuven",1.36,4.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2012/2013",12,"2012-10-27 00:00:00",1,3,"Belgium","Belgium Jupiler League","Beerschot AC","Oud-Heverlee Leuven",1.8,3.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2011/2012",15,"2011-11-26 00:00:00",2,1,"Belgium","Belgium Jupiler League","Sint-Truidense VV","Oud-Heverlee Leuven",1.91,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2015/2016",1,"2015-07-25 00:00:00",3,1,"Belgium","Belgium Jupiler League","KRC Genk","Oud-Heverlee Leuven",1.62,3.75,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2015/2016",15,"2015-11-07 00:00:00",3,0,"Belgium","Belgium Jupiler League","KV Oostende","Oud-Heverlee Leuven",1.57,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2012/2013",30,"2013-03-16 00:00:00",0,0,"Belgium","Belgium Jupiler League","KV Kortrijk","Oud-Heverlee Leuven",1.91,3.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2011/2012",3,"2011-08-13 00:00:00",1,0,"Belgium","Belgium Jupiler League","Club Brugge KV","Oud-Heverlee Leuven",1.22,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2011/2012",9,"2011-10-01 00:00:00",6,1,"Belgium","Belgium Jupiler League","KAA Gent","Oud-Heverlee Leuven",1.33,5.25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2012/2013",26,"2013-02-09 00:00:00",3,1,"Belgium","Belgium Jupiler League","Club Brugge KV","Oud-Heverlee Leuven",1.4,5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2015/2016",3,"2015-08-08 00:00:00",3,2,"Belgium","Belgium Jupiler League","KVC Westerlo","Oud-Heverlee Leuven",2.2,3.3,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2012/2013",20,"2012-12-16 00:00:00",2,1,"Belgium","Belgium Jupiler League","RSC Anderlecht","Oud-Heverlee Leuven",1.22,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2012/2013",14,"2012-11-04 00:00:00",2,0,"Belgium","Belgium Jupiler League","Standard de Liège","Oud-Heverlee Leuven",1.57,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2015/2016",21,"2015-12-26 00:00:00",2,2,"Belgium","Belgium Jupiler League","Sint-Truidense VV","Oud-Heverlee Leuven",2.1,3.5,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2012/2013",8,"2012-09-22 00:00:00",2,2,"Belgium","Belgium Jupiler League","Sporting Lokeren","Oud-Heverlee Leuven",1.57,4,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2011/2012",25,"2012-02-11 00:00:00",1,3,"Belgium","Belgium Jupiler League","KVC Westerlo","Oud-Heverlee Leuven",1.91,3.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2011/2012",21,"2012-01-21 00:00:00",2,2,"Belgium","Belgium Jupiler League","RAEC Mons","Oud-Heverlee Leuven",1.62,3.8,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2012/2013",24,"2013-01-26 00:00:00",2,0,"Belgium","Belgium Jupiler League","Waasland-Beveren","Oud-Heverlee Leuven",2.3,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2011/2012",2,"2011-08-06 00:00:00",2,1,"Belgium","Belgium Jupiler League","SV Zulte-Waregem","Oud-Heverlee Leuven",1.73,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2012/2013",19,"2012-12-08 00:00:00",1,1,"Belgium","Belgium Jupiler League","KSV Cercle Brugge","Oud-Heverlee Leuven",2,3.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2015/2016",25,"2016-02-06 00:00:00",2,2,"Belgium","Belgium Jupiler League","Waasland-Beveren","Oud-Heverlee Leuven",2.5,3.5,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2015/2016",7,"2015-09-12 00:00:00",0,0,"Belgium","Belgium Jupiler League","KV Kortrijk","Oud-Heverlee Leuven",1.95,3.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2011/2012",23,"2012-01-28 00:00:00",5,0,"Belgium","Belgium Jupiler League","KRC Genk","Oud-Heverlee Leuven",1.33,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2015/2016",19,"2015-12-12 00:00:00",2,1,"Belgium","Belgium Jupiler League","Sporting Charleroi","Oud-Heverlee Leuven",1.8,3.75,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2011/2012",19,"2011-12-26 00:00:00",2,2,"Belgium","Belgium Jupiler League","KV Mechelen","Oud-Heverlee Leuven",1.7,3.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2012/2013",22,"2012-12-26 00:00:00",2,1,"Belgium","Belgium Jupiler League","SV Zulte-Waregem","Oud-Heverlee Leuven",1.57,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2012/2013",17,"2012-11-25 00:00:00",1,1,"Belgium","Belgium Jupiler League","KRC Genk","Oud-Heverlee Leuven",1.57,4.1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2015/2016",27,"2016-02-20 00:00:00",3,1,"Belgium","Belgium Jupiler League","Royal Excel Mouscron","Oud-Heverlee Leuven",2.05,3.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2012/2013",10,"2012-10-06 00:00:00",0,4,"Belgium","Belgium Jupiler League","Sporting Charleroi","Oud-Heverlee Leuven",2.1,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2011/2012",11,"2011-10-22 00:00:00",2,0,"Belgium","Belgium Jupiler League","KSV Cercle Brugge","Oud-Heverlee Leuven",1.57,3.75,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2012/2013",1,"2012-07-28 00:00:00",5,2,"Belgium","Belgium Jupiler League","RAEC Mons","Oud-Heverlee Leuven",1.8,3.6,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2015/2016",11,"2015-10-17 00:00:00",1,2,"Belgium","Belgium Jupiler League","Sporting Lokeren","Oud-Heverlee Leuven",1.8,3.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2011/2012",13,"2011-11-05 00:00:00",3,1,"Belgium","Belgium Jupiler League","Lierse SK","Oud-Heverlee Leuven",1.83,3.4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2011/2012",16,"2011-12-04 00:00:00",0,0,"Belgium","Belgium Jupiler League","RSC Anderlecht","Oud-Heverlee Leuven",1.14,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2011/2012",29,"2012-03-18 00:00:00",4,0,"Belgium","Belgium Jupiler League","Standard de Liège","Oud-Heverlee Leuven",1.25,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2012/2013",28,"2013-02-23 00:00:00",1,2,"Belgium","Belgium Jupiler League","KV Mechelen","Oud-Heverlee Leuven",1.67,3.6,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2015/2016",13,"2015-10-28 00:00:00",2,0,"Belgium","Belgium Jupiler League","Club Brugge KV","Oud-Heverlee Leuven",1.36,5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2012/2013",3,"2012-08-12 00:00:00",1,1,"Belgium","Belgium Jupiler League","KAA Gent","Oud-Heverlee Leuven",1.33,5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2013/2014",3,"2013-08-05 00:00:00",2,0,"Poland","Poland Ekstraklasa","Lechia Gdansk","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2013/2014",1,"2013-07-20 00:00:00",0,1,"Poland","Poland Ekstraklasa","Zawisza Bydgoszcz","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2009/2010",11,"2009-10-23 00:00:00",0,0,"Poland","Poland Ekstraklasa","Arka Gdynia","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2008/2009",9,"2008-10-17 00:00:00",1,1,"Poland","Poland Ekstraklasa","Odra Wodzislaw","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2008/2009",17,"2008-12-06 00:00:00",1,0,"Poland","Poland Ekstraklasa","Polonia Bytom","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2011/2012",24,"2012-04-02 00:00:00",2,1,"Poland","Poland Ekstraklasa","Zaglebie Lubin","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2010/2011",17,"2011-03-05 00:00:00",0,0,"Poland","Poland Ekstraklasa","GKS Belchatów","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2009/2010",27,"2010-05-01 00:00:00",2,0,"Poland","Poland Ekstraklasa","P. Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2012/2013",4,"2012-09-15 00:00:00",1,1,"Poland","Poland Ekstraklasa","P. Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2010/2011",13,"2010-11-14 00:00:00",1,1,"Poland","Poland Ekstraklasa","Korona Kielce","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2009/2010",16,"2009-12-05 00:00:00",2,2,"Poland","Poland Ekstraklasa","Odra Wodzislaw","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2013/2014",10,"2013-09-29 00:00:00",1,1,"Poland","Poland Ekstraklasa","Zaglebie Lubin","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2013/2014",6,"2013-08-31 00:00:00",1,1,"Poland","Poland Ekstraklasa","Widzew Lódz","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2010/2011",22,"2011-04-16 00:00:00",0,2,"Poland","Poland Ekstraklasa","Zaglebie Lubin","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2013/2014",20,"2013-12-07 00:00:00",1,1,"Poland","Poland Ekstraklasa","Pogon Szczecin","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2014/2015",11,"2014-10-03 00:00:00",0,2,"Poland","Poland Ekstraklasa","Wisla Kraków","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2013/2014",2,"2013-07-28 00:00:00",2,3,"Poland","Poland Ekstraklasa","Slask Wroclaw","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2015/2016",4,"2015-08-08 00:00:00",1,3,"Poland","Poland Ekstraklasa","Polonia Bytom","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2012/2013",16,"2013-02-23 00:00:00",4,0,"Poland","Poland Ekstraklasa","Podbeskidzie Bielsko-Biala","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2011/2012",10,"2011-10-15 00:00:00",3,1,"Poland","Poland Ekstraklasa","Wisla Kraków","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2009/2010",13,"2009-11-08 00:00:00",5,2,"Poland","Poland Ekstraklasa","Ruch Chorzów","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2015/2016",20,"2015-12-11 00:00:00",0,4,"Poland","Poland Ekstraklasa","Ruch Chorzów","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2010/2011",12,"2010-11-06 00:00:00",2,0,"Poland","Poland Ekstraklasa","Legia Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2011/2012",29,"2012-05-03 00:00:00",3,1,"Poland","Poland Ekstraklasa","Slask Wroclaw","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2013/2014",24,"2014-03-02 00:00:00",0,3,"Poland","Poland Ekstraklasa","Legia Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2009/2010",23,"2010-04-01 00:00:00",0,1,"Poland","Poland Ekstraklasa","Cracovia","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2011/2012",12,"2011-10-28 00:00:00",2,0,"Poland","Poland Ekstraklasa","Polonia Bytom","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2012/2013",8,"2012-10-20 00:00:00",0,0,"Poland","Poland Ekstraklasa","Wisla Kraków","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2013/2014",29,"2014-04-05 00:00:00",6,1,"Poland","Poland Ekstraklasa","Lech Poznan","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2011/2012",19,"2012-02-25 00:00:00",0,0,"Poland","Poland Ekstraklasa","Cracovia","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2008/2009",7,"2008-09-27 00:00:00",0,0,"Poland","Poland Ekstraklasa","Ruch Chorzów","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2015/2016",28,"2016-03-18 00:00:00",5,1,"Poland","Poland Ekstraklasa","Wisla Kraków","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2011/2012",28,"2012-04-29 00:00:00",1,1,"Poland","Poland Ekstraklasa","Legia Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2011/2012",17,"2011-12-11 00:00:00",0,1,"Poland","Poland Ekstraklasa","Lechia Gdansk","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2009/2010",2,"2009-08-08 00:00:00",1,1,"Poland","Poland Ekstraklasa","GKS Belchatów","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2009/2010",30,"2010-05-15 00:00:00",2,0,"Poland","Poland Ekstraklasa","Lechia Gdansk","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2010/2011",24,"2011-04-30 00:00:00",3,2,"Poland","Poland Ekstraklasa","Polonia Bytom","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2014/2015",4,"2014-08-08 00:00:00",3,0,"Poland","Poland Ekstraklasa","Polonia Bytom","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2011/2012",21,"2012-03-12 00:00:00",4,1,"Poland","Poland Ekstraklasa","P. Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2008/2009",23,"2009-04-11 00:00:00",1,0,"Poland","Poland Ekstraklasa","Wisla Kraków","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2010/2011",26,"2011-05-10 00:00:00",2,0,"Poland","Poland Ekstraklasa","P. Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2015/2016",1,"2015-07-19 00:00:00",3,2,"Poland","Poland Ekstraklasa","Korona Kielce","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2014/2015",13,"2014-10-25 00:00:00",0,2,"Poland","Poland Ekstraklasa","Piast Gliwice","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2015/2016",24,"2016-02-28 00:00:00",0,2,"Poland","Poland Ekstraklasa","Lech Poznan","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2012/2013",15,"2012-12-07 00:00:00",1,1,"Poland","Poland Ekstraklasa","Ruch Chorzów","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2015/2016",18,"2015-12-01 00:00:00",0,2,"Poland","Poland Ekstraklasa","Zaglebie Lubin","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2012/2013",11,"2012-11-10 00:00:00",1,2,"Poland","Poland Ekstraklasa","Legia Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2011/2012",15,"2011-11-26 00:00:00",1,1,"Poland","Poland Ekstraklasa","Widzew Lódz","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2014/2015",29,"2015-04-25 00:00:00",0,0,"Poland","Poland Ekstraklasa","GKS Belchatów","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2009/2010",18,"2010-02-27 00:00:00",1,0,"Poland","Poland Ekstraklasa","Korona Kielce","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2012/2013",13,"2012-11-25 00:00:00",3,3,"Poland","Poland Ekstraklasa","Slask Wroclaw","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2012/2013",9,"2012-10-27 00:00:00",0,2,"Poland","Poland Ekstraklasa","Lech Poznan","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2014/2015",27,"2015-04-11 00:00:00",2,0,"Poland","Poland Ekstraklasa","Pogon Szczecin","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2014/2015",20,"2015-02-15 00:00:00",1,3,"Poland","Poland Ekstraklasa","Legia Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2008/2009",12,"2008-11-08 00:00:00",0,0,"Poland","Poland Ekstraklasa","P. Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2011/2012",8,"2011-09-25 00:00:00",4,2,"Poland","Poland Ekstraklasa","Widzew Lódz","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2010/2011",8,"2010-10-02 00:00:00",0,1,"Poland","Poland Ekstraklasa","Polonia Bytom","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2010/2011",10,"2010-10-23 00:00:00",4,1,"Poland","Poland Ekstraklasa","Widzew Lódz","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2012/2013",27,"2013-05-19 00:00:00",5,0,"Poland","Poland Ekstraklasa","Korona Kielce","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2013/2014",28,"2014-03-30 00:00:00",3,3,"Poland","Poland Ekstraklasa","Polonia Bytom","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2013/2014",8,"2013-09-19 00:00:00",0,1,"Poland","Poland Ekstraklasa","Podbeskidzie Bielsko-Biala","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2014/2015",16,"2014-11-23 00:00:00",1,1,"Poland","Poland Ekstraklasa","Lechia Gdansk","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2010/2011",15,"2010-11-28 00:00:00",0,0,"Poland","Poland Ekstraklasa","Ruch Chorzów","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2008/2009",19,"2009-03-08 00:00:00",1,0,"Poland","Poland Ekstraklasa","Lech Poznan","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2010/2011",1,"2010-08-08 00:00:00",0,0,"Poland","Poland Ekstraklasa","Slask Wroclaw","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2010/2011",19,"2011-03-19 00:00:00",2,0,"Poland","Poland Ekstraklasa","Lech Poznan","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2009/2010",19,"2010-03-06 00:00:00",1,2,"Poland","Poland Ekstraklasa","Slask Wroclaw","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2008/2009",27,"2009-05-08 00:00:00",3,1,"Poland","Poland Ekstraklasa","Lechia Gdansk","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2009/2010",7,"2009-09-20 00:00:00",0,0,"Poland","Poland Ekstraklasa","Piast Gliwice","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2014/2015",23,"2015-03-06 00:00:00",2,0,"Poland","Poland Ekstraklasa","Lech Poznan","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2012/2013",22,"2013-04-14 00:00:00",2,3,"Poland","Poland Ekstraklasa","Lechia Gdansk","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2013/2014",12,"2013-10-18 00:00:00",4,1,"Poland","Poland Ekstraklasa","Korona Kielce","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2008/2009",1,"2008-08-10 00:00:00",1,1,"Poland","Poland Ekstraklasa","Arka Gdynia","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2011/2012",26,"2012-04-13 00:00:00",2,0,"Poland","Poland Ekstraklasa","GKS Belchatów","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2014/2015",21,"2015-02-21 00:00:00",0,1,"Poland","Poland Ekstraklasa","Slask Wroclaw","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2008/2009",29,"2009-05-23 00:00:00",1,0,"Poland","Poland Ekstraklasa","Polonia Bytom","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2015/2016",6,"2015-08-22 00:00:00",1,1,"Poland","Poland Ekstraklasa","Cracovia","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2008/2009",21,"2009-03-20 00:00:00",1,1,"Poland","Poland Ekstraklasa","Piast Gliwice","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2009/2010",14,"2009-11-20 00:00:00",1,1,"Poland","Poland Ekstraklasa","Polonia Bytom","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2009/2010",24,"2010-04-19 00:00:00",2,1,"Poland","Poland Ekstraklasa","Legia Warszawa","Jagiellonia Bialystok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
